,Unnamed: 0,owner_type,district,street,price,area,price_per_sqm,room_n,floor_ratio,floor_n,floor_total,year,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,h_aeroterminis,h_centrinis,h_centrinis kolektorinis,h_dujinis,h_elektra,h_geoterminis,h_kietu kuru,h_kita,b_Blokinis,b_Karkasinis,b_Kita,b_Medinis,b_Monolitinis,b_Mūrinis,b_Rąstinis,age,location,latitude,tier,longitude,t1,t2,t3,t4,t5,lon_scaled,lat_scaled,equip_state,equip_state_encoded
0,0,company, Pilaitė, Bitėnų g.,91000,57.94,1570.5902657921988,3,0.8,4,5,2021,580.0,210.0,480.0,180.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Bitėnų g.",54.7005902,tier3,25.169763600000003,0.0,0.0,1.0,0.0,0.0,-1.0423735949363988,0.10899493035092278,Dalinė apdaila ,2
1,1,company, Pilaitė, Bitėnų g.,90000,59.88,1503.0060120240478,3,0.2,1,5,2021,590.0,150.0,450.0,130.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Bitėnų g.",54.7005902,tier3,25.169763600000003,0.0,0.0,1.0,0.0,0.0,-1.0423735949363988,0.10899493035092278,Dalinė apdaila ,2
2,2,company, Pilaitė, Bitėnų g.,75000,52.44,1430.2059496567506,3,0.4,2,5,2021,580.0,210.0,480.0,180.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Bitėnų g.",54.7005902,tier3,25.169763600000003,0.0,0.0,1.0,0.0,0.0,-1.0423735949363988,0.10899493035092278,Dalinė apdaila ,2
3,3,company, Bajorai, Bajorų kel.,108800,69.51,1565.242411163861,4,0.3333333333333333,2,6,2021,1400.0,1700.0,530.0,30.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Bajorų kel.",54.762288600000005,tier3,25.2537472,0.0,0.0,1.0,0.0,0.0,-0.04867432686320188,1.1426407300958723,Dalinė apdaila ,2
4,4,company, Pilaitė, Bitėnų g.,100000,65.1,1536.0983102918588,3,0.4,2,5,2021,520.0,140.0,420.0,70.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Bitėnų g.",54.7005902,tier3,25.169763600000003,0.0,0.0,1.0,0.0,0.0,-1.0423735949363988,0.10899493035092278,Dalinė apdaila ,2
5,5,company, Pašilaičiai, Budiniškių g.,74200,46.41,1598.793363499246,2,0.2,1,5,2020,230.0,520.0,320.0,340.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Budiniškių g.",54.7309,tier3,25.2117095,0.0,0.0,1.0,0.0,0.0,-0.5460670526034511,0.6167811527020446,Dalinė apdaila ,2
6,6,company, Šnipiškės, Giedraičių g.,95000,53.61,1772.057451967917,2,0.8,8,10,2018,220.0,500.0,260.0,190.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,"Vilnius, Giedraičių g.",54.70664820000001,tier2,25.2805569,0.0,1.0,0.0,0.0,0.0,0.26853973954099125,0.21048583213850453,Dalinė apdaila ,2
7,7,company, Šnipiškės, Giedraičių g.,67000,30.38,2205.3982883475974,1,0.5555555555555556,5,9,2020,130.0,440.0,200.0,150.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Vilnius, Giedraičių g.",54.70664820000001,tier2,25.2805569,0.0,1.0,0.0,0.0,0.0,0.26853973954099125,0.21048583213850453,Dalinė apdaila ,2
8,8,company, Pašilaičiai, Eitminų g.,89500,48.2,1856.846473029045,2,1.0,9,9,2018,250.0,1300.0,510.0,170.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,"Vilnius, Eitminų g.",54.740877100000006,tier3,25.2216,0.0,0.0,1.0,0.0,0.0,-0.4290420309221306,0.7839295310819734,Įrengtas ,3
9,9,company, Viršuliškės, Viršuliškių g.,127800,74.63,1712.4480771807584,4,0.18181818181818185,2,11,2021,280.0,500.0,160.0,90.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Viršuliškių g.",54.711144299999994,tier3,25.223000600000002,0.0,0.0,1.0,0.0,0.0,-0.4124700431189939,0.2858099066726569,Dalinė apdaila ,2
10,10,company, Bajorai, Bajorų kel.,55400,29.09,1904.4345135785493,1,0.1111111111111111,1,9,2020,1400.0,1700.0,530.0,30.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Bajorų kel.",54.762288600000005,tier3,25.2537472,0.0,0.0,1.0,0.0,0.0,-0.04867432686320188,1.1426407300958723,Dalinė apdaila ,2
11,11,company, Justiniškės, Taikos g.,98600,62.42,1579.6219160525472,3,0.25,1,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
12,12,company, Pilaitė, Tolminkiemio g.,109500,60.0,1825.0,3,1.0,4,4,2020,320.0,760.0,530.0,350.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Vilnius, Tolminkiemio g.",54.7127439,tier3,25.179821,0.0,0.0,1.0,0.0,0.0,-0.9233738018968022,0.3126083296669444,Įrengtas ,3
13,13,company, Pilaitė, Juodkrantės g.,91600,51.23,1788.0148350575837,2,0.2,1,5,2019,400.0,630.0,530.0,240.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Juodkrantės g.",54.71172289999999,tier3,25.1782857,0.0,0.0,1.0,0.0,0.0,-0.9415395686211776,0.29550330973869376,Įrengtas ,3
14,14,company, Antakalnis, Antakalnio g.,123000,58.52,2101.8455228981547,3,0.8,4,5,2019,220.0,220.0,150.0,20.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Antakalnio g.",54.720775,tier2,25.317983399999996,0.0,1.0,0.0,0.0,0.0,0.7113724551728562,0.44715497564700013,Dalinė apdaila ,2
15,15,company, Antakalnis, Antakalnio g.,92500,42.03,2200.808945990959,2,0.8,4,5,2019,220.0,220.0,150.0,20.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Antakalnio g.",54.720775,tier2,25.317983399999996,0.0,1.0,0.0,0.0,0.0,0.7113724551728562,0.44715497564700013,Dalinė apdaila ,2
16,16,company, Antakalnis, Antakalnio g.,85200,37.02,2301.4586709886544,2,1.0,5,5,2019,220.0,220.0,150.0,20.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Antakalnio g.",54.720775,tier2,25.317983399999996,0.0,1.0,0.0,0.0,0.0,0.7113724551728562,0.44715497564700013,Dalinė apdaila ,2
17,17,company, Justiniškės, Taikos g.,79137,46.01,1719.9956531188873,2,0.5,2,4,2019,220.0,60.0,410.0,170.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
18,18,company, Justiniškės, Taikos g.,49990,29.76,1679.771505376344,1,0.25,1,4,2020,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
19,19,company, Antakalnis, Pylimėlių g.,70500,38.32,1839.7703549060543,2,0.6666666666666666,2,3,2020,1500.0,930.0,780.0,480.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Pylimėlių g.",54.72084,tier2,25.3466479,0.0,1.0,0.0,0.0,0.0,1.0505326325132611,0.44824393382067607,Dalinė apdaila ,2
20,20,company, Saulėtekis, Pylimėlių g.,89300,48.94,1824.6832856559051,3,0.6666666666666666,2,3,2019,1500.0,930.0,780.0,480.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Pylimėlių g.",54.72084,tier3,25.3466479,0.0,0.0,1.0,0.0,0.0,1.0505326325132611,0.44824393382067607,Dalinė apdaila ,2
21,21,company, Lazdynėliai, Lazdynėlių g.,82700,52.48,1575.8384146341464,3,0.4,2,5,2020,240.0,1400.0,1400.0,80.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Lazdynėlių g.",54.6625137,tier3,25.1923262,0.0,0.0,1.0,0.0,0.0,-0.7754114844073324,-0.5289083911937664,Dalinė apdaila ,2
22,22,company, Senamiestis, Aguonų g.,267735,68.65,3900.0,3,0.8,4,5,2019,290.0,200.0,210.0,170.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Aguonų g.",54.6752051,tier1,25.2773652,1.0,0.0,0.0,0.0,0.0,0.2307753432313386,-0.31628679480091,Dalinė apdaila ,2
23,23,company, Pilaitė, Simono Grunau g.,115000,94.0,1223.4042553191493,4,1.0,2,2,2019,100.0,1300.0,1100.0,300.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Simono Grunau g.",54.71096510000001,tier3,25.1649548,0.0,0.0,1.0,0.0,0.0,-1.0992716207451243,0.28280773275384724,Dalinė apdaila ,2
24,24,company, Pilaitė, Tolminkiemio g.,127000,67.3,1887.072808320951,3,1.0,4,4,2020,320.0,760.0,530.0,350.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Vilnius, Tolminkiemio g.",54.7127439,tier3,25.179821,0.0,0.0,1.0,0.0,0.0,-0.9233738018968022,0.3126083296669444,Įrengtas ,3
25,25,company, Antakalnis, L. Sapiegos g.,140000,66.19,2115.123130382233,3,0.42857142857142855,3,7,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
26,26,company, Antakalnis, L. Sapiegos g.,143000,75.15,1902.8609447771125,3,0.5,3,6,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
27,27,company, Antakalnis, L. Sapiegos g.,137000,71.08,1927.405740011255,3,0.42857142857142855,3,7,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
28,28,company, Antakalnis, L. Sapiegos g.,110300,49.93,2209.0927298217507,2,0.42857142857142855,3,7,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
29,29,company, Pilaitė, Tolminkiemio g.,87000,45.0,1933.333333333333,2,1.0,4,4,2020,320.0,760.0,530.0,350.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Vilnius, Tolminkiemio g.",54.7127439,tier3,25.179821,0.0,0.0,1.0,0.0,0.0,-0.9233738018968022,0.3126083296669444,Įrengtas ,3
30,30,company, Lazdynėliai, Lazdynėlių g.,87900,41.0,2143.902439024391,2,0.5,2,4,2020,320.0,1400.0,1400.0,50.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Lazdynėlių g.",54.6625137,tier3,25.1923262,0.0,0.0,1.0,0.0,0.0,-0.7754114844073324,-0.5289083911937664,Įrengtas ,3
31,31,company, Šeškinė, Siesikų g.,103700,55.66,1863.0973769313687,3,0.2222222222222222,2,9,2019,410.0,460.0,320.0,140.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,"Vilnius, Siesikų g.",54.7082245,tier3,25.252491199999998,0.0,0.0,1.0,0.0,0.0,-0.06353539831879412,0.23689390551061276,Dalinė apdaila ,2
32,32,company, Justiniškės, Taikos g.,112000,65.49,1710.1847610322186,4,1.0,4,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
33,33,company, Šnipiškės, Kintų g.,130000,51.62,2518.4037194885705,3,0.2857142857142857,2,7,2020,270.0,510.0,430.0,330.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Kintų g.",54.7141326,tier2,25.1844556,0.0,1.0,0.0,0.0,0.0,-0.8685369215081153,0.3358735022177002,Įrengtas ,3
34,34,company, Šnipiškės, Kernavės g.,150000,83.47,1797.0528333533007,4,0.8571428571428571,6,7,2020,270.0,510.0,430.0,330.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Kernavės g.",54.7051781,tier2,25.2762803,0.0,1.0,0.0,0.0,0.0,0.2179387377996682,0.18585694889025364,Dalinė apdaila ,2
35,35,company, Šnipiškės, Kernavės g.,90000,41.56,2165.543792107796,2,0.16666666666666666,1,6,2020,270.0,510.0,430.0,330.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Kernavės g.",54.7051781,tier2,25.2762803,0.0,1.0,0.0,0.0,0.0,0.2179387377996682,0.18585694889025364,Dalinė apdaila ,2
36,36,company, Antakalnis, Pylimėlių g.,68700,36.98,1857.760951865873,2,1.0,3,3,2019,1500.0,930.0,780.0,480.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Pylimėlių g.",54.72084,tier2,25.3466479,0.0,1.0,0.0,0.0,0.0,1.0505326325132611,0.44824393382067607,Dalinė apdaila ,2
37,37,company, Senamiestis, Didžioji g.,207000,81.18,2549.889135254989,3,1.0,4,4,1940,460.0,50.0,150.0,290.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81,"Vilnius, Didžioji g.",54.6775892,tier1,25.287626500000002,1.0,0.0,0.0,0.0,0.0,0.3521876939698081,-0.2763454843103219,Įrengtas ,3
38,38,company, Žirmūnai, Žirmūnų g.,106500,41.47,2568.121533638775,2,0.5,2,4,2019,100.0,100.0,520.0,200.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Žirmūnų g.",54.6967731,tier2,25.299786800000003,0.0,1.0,0.0,0.0,0.0,0.4960691328406349,0.045046280431221206,Įrengtas ,3
39,39,company, Antakalnis, Pauliaus Širvio g.,56000,31.95,1752.7386541471049,1,0.6,3,5,1962,240.0,350.0,110.0,230.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59,"Vilnius, Pauliaus Širvio g.",54.7156115,tier2,25.3184914,0.0,1.0,0.0,0.0,0.0,0.7173831433093629,0.3606498136495221,Įrengtas ,3
40,40,company, Lazdynėliai, Lazdynėlių g.,76900,45.68,1683.4500875656745,2,1.0,4,4,2020,230.0,1300.0,1300.0,90.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Lazdynėlių g.",54.6625137,tier3,25.1923262,0.0,0.0,1.0,0.0,0.0,-0.7754114844073324,-0.5289083911937664,Dalinė apdaila ,2
41,41,company, Naujamiestis, Panerių g.,26500,22.0,1204.5454545454545,1,0.5,2,4,2020,520.0,300.0,340.0,20.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Panerių g.",54.665118500000005,tier2,25.2482928,0.0,1.0,0.0,0.0,0.0,-0.11321113271310985,-0.4852696488734458,Dalinė apdaila ,2
42,42,company, Justiniškės, Taikos g.,97900,72.22,1355.5801716975907,3,0.4,2,5,1985,90.0,170.0,100.0,160.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,36,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Įrengtas ,3
43,43,company, Pašilaičiai, Budiniškių g.,114100,73.65,1549.2192803801763,4,0.2,1,5,2020,230.0,520.0,320.0,340.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Budiniškių g.",54.7309,tier3,25.2117095,0.0,0.0,1.0,0.0,0.0,-0.5460670526034511,0.6167811527020446,Dalinė apdaila ,2
44,44,company, Naujamiestis, Mindaugo g.,154000,72.64,2120.0440528634367,3,0.6666666666666666,2,3,2019,210.0,230.0,200.0,290.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Mindaugo g.",54.681832400000005,tier2,25.273030399999996,0.0,1.0,0.0,0.0,0.0,0.1794857154082581,-0.20525829473205812,Dalinė apdaila ,2
45,45,company, Justiniškės, Taikos g.,118500,67.76,1748.819362455726,3,0.25,1,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
46,46,company, Justiniškės, Taikos g.,82500,47.44,1739.0387858347387,2,0.5,2,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
47,47,company, Justiniškės, Taikos g.,51500,29.76,1730.510752688172,1,0.25,1,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
48,48,company, Justiniškės, Taikos g.,100750,56.92,1770.0281096275473,3,0.75,3,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
49,49,company, Naujamiestis, Naugarduko g.,90000,37.58,2394.890899414583,1,1.0,8,8,2019,260.0,320.0,310.0,50.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Naugarduko g.",54.672020200000006,tier2,25.262852300000002,0.0,1.0,0.0,0.0,0.0,0.05905779233307691,-0.3696440699913312,Dalinė apdaila ,2
50,50,company, Lazdynai, Miškinių g.,195000,130.0,1500.0,4,0.5,1,2,2019,620.0,1200.0,710.0,280.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Miškinių g.",54.67276410000001,tier3,25.2289695,0.0,0.0,1.0,0.0,0.0,-0.3418456407213255,-0.3571813625234914,Dalinė apdaila ,2
51,51,company, Karoliniškės, Miškinių g.,195000,130.0,1500.0,4,0.5,1,2,2019,620.0,1200.0,710.0,280.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Miškinių g.",54.67276410000001,tier3,25.2289695,0.0,0.0,1.0,0.0,0.0,-0.3418456407213255,-0.3571813625234914,Dalinė apdaila ,2
52,52,company, Žvėrynas, Latvių g.,285000,61.23,4654.581087702107,2,1.0,4,4,2005,450.0,540.0,710.0,660.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,"Vilnius, Latvių g.",54.694941299999996,tier1,25.253429500000003,1.0,0.0,0.0,0.0,0.0,-0.05243337336117223,0.014357763776482171,Įrengtas ,3
53,53,company, Naujamiestis, M. K. Čiurlionio g.,870000,197.0,4416.243654822335,4,0.8571428571428571,6,7,2004,20.0,410.0,300.0,600.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,"Vilnius, M. K. Čiurlionio g.",54.6824321,tier2,25.2482022,0.0,1.0,0.0,0.0,0.0,-0.1142831176445427,-0.1952113990895561,Įrengtas ,3
54,54,company, Senamiestis, Vašingtono a.,173000,72.0,2402.777777777778,2,1.0,6,6,2018,580.0,160.0,390.0,60.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,"Vilnius, Vašingtono a.",54.691778,tier1,25.269769399999998,1.0,0.0,0.0,0.0,0.0,0.14090135711467322,-0.038637642236277935,Dalinė apdaila ,2
55,55,company, Senamiestis, Vašingtono a.,267000,111.0,2405.405405405405,4,1.0,6,6,2018,580.0,160.0,390.0,60.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,"Vilnius, Vašingtono a.",54.691778,tier1,25.269769399999998,1.0,0.0,0.0,0.0,0.0,0.14090135711467322,-0.038637642236277935,Dalinė apdaila ,2
56,56,company, Justiniškės, Taikos g.,76400,44.36,1722.2723174030662,2,0.5,2,4,2019,220.0,60.0,410.0,170.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Taikos g.",54.7211251,tier4,25.2230457,0.0,0.0,0.0,1.0,0.0,-0.4119364170659152,0.4530202719024826,Dalinė apdaila ,2
57,57,company, Antakalnis, Pylimėlių g.,122500,63.42,1931.5673289183223,3,0.3333333333333333,1,3,2019,1500.0,930.0,780.0,480.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Pylimėlių g.",54.72084,tier2,25.3466479,0.0,1.0,0.0,0.0,0.0,1.0505326325132611,0.44824393382067607,Dalinė apdaila ,2
58,58,company, Šnipiškės, Lvovo g.,81500,33.95,2400.589101620029,2,0.5,3,6,2021,380.0,220.0,520.0,130.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Lvovo g.",54.6994473,tier2,25.2690962,0.0,1.0,0.0,0.0,0.0,0.13293601212745856,0.08984769501700297,Dalinė apdaila ,2
59,59,company, Šnipiškės, Lvovo g.,108200,50.3,2151.093439363817,3,0.3333333333333333,2,6,2021,380.0,220.0,520.0,130.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Lvovo g.",54.6994473,tier2,25.2690962,0.0,1.0,0.0,0.0,0.0,0.13293601212745856,0.08984769501700297,Dalinė apdaila ,2
60,60,company, Šnipiškės, Lvovo g.,82300,44.48,1850.269784172662,2,0.3333333333333333,2,6,2021,380.0,220.0,520.0,130.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Vilnius, Lvovo g.",54.6994473,tier2,25.2690962,0.0,1.0,0.0,0.0,0.0,0.13293601212745856,0.08984769501700297,Dalinė apdaila ,2
61,61,company, Senamiestis, Plačioji g.,184600,61.72,2990.926766040181,3,0.6666666666666666,2,3,2020,200.0,60.0,330.0,150.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Plačioji g.",54.6763853,tier1,25.2809595,1.0,0.0,0.0,0.0,0.0,0.2733033282098182,-0.2965146650072792,Dalinė apdaila ,2
62,62,company, Senamiestis, Plačioji g.,145000,50.27,2884.4241098070424,2,1.0,3,3,2020,200.0,60.0,330.0,150.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, Plačioji g.",54.6763853,tier1,25.2809595,1.0,0.0,0.0,0.0,0.0,0.2733033282098182,-0.2965146650072792,Dalinė apdaila ,2
63,63,company, Žirmūnai, Kareivių g.,149000,77.24,1929.0523045054376,3,0.3333333333333333,1,3,2013,90.0,160.0,150.0,60.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,"Vilnius, Kareivių g.",54.717296,tier2,25.2952075,0.0,1.0,0.0,0.0,0.0,0.4418865655502684,0.388870583550628,Įrengtas ,3
64,64,company, Žirmūnai, Kareivių g.,149000,77.24,1929.0523045054376,2,0.3333333333333333,1,3,2013,90.0,160.0,150.0,60.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,"Vilnius, Kareivių g.",54.717296,tier2,25.2952075,0.0,1.0,0.0,0.0,0.0,0.4418865655502684,0.388870583550628,Įrengtas ,3
65,65,company, Senamiestis, Konstitucijos pr.,162965,59.26,2750.0,2,0.3793103448275862,11,29,2019,350.0,140.0,240.0,80.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,"Vilnius, Konstitucijos pr.",54.698347999999996,tier1,25.266824300000003,1.0,0.0,0.0,0.0,0.0,0.10605474760515043,0.07143089931955242,Dalinė apdaila ,2
66,66,company, Antakalnis, L. Sapiegos g.,105000,52.84,1987.1309613928838,2,0.42857142857142855,3,7,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
67,67,company, Antakalnis, L. Sapiegos g.,114000,59.58,1913.3937562940584,2,0.42857142857142855,3,7,2020,160.0,160.0,430.0,420.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Vilnius, L. Sapiegos g.",54.695746299999996,tier2,25.3077573,0.0,1.0,0.0,0.0,0.0,0.5903765930611593,0.027844091927527147,Dalinė apdaila ,2
68,68,company, Naujoji Vilnia, A. Paškevič-Ciotkos g.,73000,70.0,1042.857142857143,3,1.0,6,6,1996,370.0,450.0,370.0,320.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,"Vilnius, A. Paškevič-Ciotkos g.",54.689657,tier4,25.4095398,0.0,0.0,0.0,1.0,0.0,1.7946735719077758,-0.07417118510386765,Įrengtas ,3
69,69,company, Žirmūnai, M. Katkaus g.,122450,53.27,2298.6671672611224,2,0.14285714285714285,1,7,2019,250.0,260.0,160.0,100.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,"Vilnius, M. Katkaus g.",54.7025374,tier2,25.296254,0.0,1.0,0.0,0.0,0.0,0.4542688197527514,0.14161676659399908,Įrengtas ,3
70,70,company, Žirmūnai, M. Katkaus g.,71034,26.51,2679.5171633345904,1,1.0,7,7,2019,250.0,260.0,160.0,100.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,"Vilnius, M. Katkaus g.",54.7025374,tier2,25.296254,0.0,1.0,0.0,0.0,0.0,0.4542688197527514,0.14161676659399908,Dalinė apdaila ,2
71,71,company, Naujininkai, Šumsko g.,113000,110.0,1027.2727272727273,4,1.0,2,2,2019,2100.0,1300.0,1700.0,190.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,"Vilnius, Šumsko g.",54.6280218,tier4,25.218860199999998,0.0,0.0,0.0,1.0,0.0,-0.4614595178441479,-1.1067581824399468,Dalinė apdaila ,2
