,title,price,area,room_n,floor_n,floor_total,year,building_type,heating_type,equip_state,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,owner_type,district,street
0,"Vilnius, Pilaitė, Bitėnų g., 3 kambarių butas",91 000 ,"57,94 ",3,4,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,580,210,480,180,1.0,company, Pilaitė, Bitėnų g.
1,"Vilnius, Pilaitė, Bitėnų g., 3 kambarių butas",90 000 ,"59,88 ",3,1,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,590,150,450,130,1.0,company, Pilaitė, Bitėnų g.
2,"Vilnius, Pilaitė, Bitėnų g., 3 kambarių butas",75 000 ,"52,44 ",3,2,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,580,210,480,180,1.0,company, Pilaitė, Bitėnų g.
3,"Vilnius, Bajorai, Bajorų kel., 4 kambarių butas",108 800 ,"69,51 ",4,2,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,"1,4k","1,7k",530,30,2.0,company, Bajorai, Bajorų kel.
4,"Vilnius, Pilaitė, Bitėnų g., 3 kambarių butas",100 000 ,"65,1 ",3,2,5,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,520,140,420,70,2.0,company, Pilaitė, Bitėnų g.
5,"Vilnius, Pašilaičiai, Budiniškių g., 2 kambarių butas",74 200 ,"46,41 ",2,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,520,320,340,4.0,company, Pašilaičiai, Budiniškių g.
6,"Vilnius, Šnipiškės, Giedraičių g., 2 kambarių butas",95 000 ,"53,61 ",2,8,10,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,500,260,190,5.0,company, Šnipiškės, Giedraičių g.
7,"Vilnius, Šnipiškės, Giedraičių g., 1 kambario butas",67 000 ,"30,38 ",1,5,9,2020,Kita,Centrinis kolektorinis,Dalinė apdaila ,130,440,200,150,4.0,company, Šnipiškės, Giedraičių g.
8,"Vilnius, Pašilaičiai, Eitminų g., 2 kambarių butas",89 500 ,"48,2 ",2,9,9,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,"1,3k",510,170,4.0,company, Pašilaičiai, Eitminų g.
9,"Vilnius, Viršuliškės, Viršuliškių g., 4 kambarių butas",127 800 ,"74,63 ",4,2,11,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,280,500,160,90,5.0,company, Viršuliškės, Viršuliškių g.
10,"Vilnius, Bajorai, Bajorų kel., 1 kambario butas",55 400 ,"29,09 ",1,1,9,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,"1,4k","1,7k",530,30,2.0,company, Bajorai, Bajorų kel.
11,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",98 600 ,"62,42 ",3,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
12,"Vilnius, Pilaitė, Tolminkiemio g., 3 kambarių butas",109 500 ,60 ,3,4,4,2020,Blokinis,Centrinis kolektorinis,Įrengtas ,320,760,530,350,2.0,company, Pilaitė, Tolminkiemio g.
13,"Vilnius, Pilaitė, Juodkrantės g., 2 kambarių butas",91 600 ,"51,23 ",2,1,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,400,630,530,240,3.0,company, Pilaitė, Juodkrantės g.
14,"Vilnius, Antakalnis, Antakalnio g., 3 kambarių butas",123 000 ,"58,52 ",3,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
15,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",92 500 ,"42,03 ",2,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
16,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",85 200 ,"37,02 ",2,5,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,220,150,20,0.0,company, Antakalnis, Antakalnio g.
17,"Vilnius, Justiniškės, Taikos g., 2 kambarių butas",79 137 ,"46,01 ",2,2,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
18,"Vilnius, Justiniškės, Taikos g., 1 kambario butas",49 990 ,"29,76 ",1,1,4,2020,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
19,"Vilnius, Antakalnis, Pylimėlių g., 2 kambarių butas",70 500 ,"38,32 ",2,2,3,2020,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
20,"Vilnius, Saulėtekis, Pylimėlių g., 3 kambarių butas",89 300 ,"48,94 ",3,2,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Saulėtekis, Pylimėlių g.
21,"Vilnius, Lazdynėliai, Lazdynėlių g., 3 kambarių butas",82 700 ,"52,48 ",3,2,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,240,"1,4k","1,4k",80,1.0,company, Lazdynėliai, Lazdynėlių g.
22,"Vilnius, Senamiestis, Aguonų g., 3 kambarių butas",267 735 ,"68,65 ",3,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,290,200,210,170,5.0,company, Senamiestis, Aguonų g.
23,"Vilnius, Pilaitė, Simono Grunau g., 4 kambarių butas",115 000 ,94 ,4,2,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,1k,"1,3k","1,1k",300,0.0,company, Pilaitė, Simono Grunau g.
24,"Vilnius, Pilaitė, Tolminkiemio g., 3 kambarių butas",127 000 ,"67,3 ",3,4,4,2020,Blokinis,Centrinis kolektorinis,Įrengtas ,320,760,530,350,2.0,company, Pilaitė, Tolminkiemio g.
25,"Vilnius, Antakalnis, L. Sapiegos g., 3 kambarių butas",140 000 ,"66,19 ",3,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
26,"Vilnius, Antakalnis, L. Sapiegos g., 3 kambarių butas",143 000 ,"75,15 ",3,3,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
27,"Vilnius, Antakalnis, L. Sapiegos g., 3 kambarių butas",137 000 ,"71,08 ",3,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
28,"Vilnius, Antakalnis, L. Sapiegos g., 2 kambarių butas",110 300 ,"49,93 ",2,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
29,"Vilnius, Pilaitė, Tolminkiemio g., 2 kambarių butas",87 000 ,45 ,2,4,4,2020,Blokinis,Centrinis kolektorinis,Įrengtas ,320,760,530,350,2.0,company, Pilaitė, Tolminkiemio g.
30,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 kambarių butas",87 900 ,41 ,2,2,4,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,320,"1,4k","1,4k",50,1.0,company, Lazdynėliai, Lazdynėlių g.
31,"Vilnius, Šeškinė, Siesikų g., 3 kambarių butas",103 700 ,"55,66 ",3,2,9,2019,Kita,Centrinis kolektorinis,Dalinė apdaila ,410,460,320,140,2.0,company, Šeškinė, Siesikų g.
32,"Vilnius, Justiniškės, Taikos g., 4 kambarių butas",112 000 ,"65,49 ",4,4,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
33,"Vilnius, Šnipiškės, Kintų g., 3 kambarių butas",130 000 ,"51,62 ",3,2,7,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,270,510,430,330,2.0,company, Šnipiškės, Kintų g.
34,"Vilnius, Šnipiškės, Kernavės g., 4 kambarių butas",150 000 ,"83,47 ",4,6,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
35,"Vilnius, Šnipiškės, Kernavės g., 2 kambarių butas",90 000 ,"41,56 ",2,1,6,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,270,510,430,330,2.0,company, Šnipiškės, Kernavės g.
36,"Vilnius, Antakalnis, Pylimėlių g., 2 kambarių butas",68 700 ,"36,98 ",2,3,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
37,"Vilnius, Senamiestis, Didžioji g., 3 kambarių butas",207 000 ,"81,18 ",3,4,4,1940,Mūrinis,Centrinis,Įrengtas ,460,50,150,290,13.0,company, Senamiestis, Didžioji g.
38,"Vilnius, Žirmūnai, Žirmūnų g., 2 kambarių butas",106 500 ,"41,47 ",2,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,100,100,520,200,9.0,company, Žirmūnai, Žirmūnų g.
39,"Vilnius, Antakalnis, Pauliaus Širvio g., 1 kambario butas",56 000 ,"31,95 ",1,3,5,1962,Blokinis,Centrinis,Įrengtas ,240,350,110,230,2.0,company, Antakalnis, Pauliaus Širvio g.
40,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 kambarių butas",76 900 ,"45,68 ",2,4,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,"1,3k","1,3k",90,1.0,company, Lazdynėliai, Lazdynėlių g.
41,"Vilnius, Naujamiestis, Panerių g., 1 kambario butas",26 500 ,22 ,1,2,4,2020 renovacija,Mūrinis,Centrinis,Dalinė apdaila ,520,300,340,20,1.0,company, Naujamiestis, Panerių g.
42,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",97 900 ,"72,22 ",3,2,5,1985,Blokinis,Centrinis,Įrengtas ,90,170,100,160,2.0,company, Justiniškės, Taikos g.
43,"Vilnius, Pašilaičiai, Budiniškių g., 4 kambarių butas",114 100 ,"73,65 ",4,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,520,320,340,4.0,company, Pašilaičiai, Budiniškių g.
44,"Vilnius, Naujamiestis, Mindaugo g., 3 kambarių butas",154 000 ,"72,64 ",3,2,3,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,210,230,200,290,7.0,company, Naujamiestis, Mindaugo g.
45,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",118 500 ,"67,76 ",3,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
46,"Vilnius, Justiniškės, Taikos g., 2 kambarių butas",82 500 ,"47,44 ",2,2,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
47,"Vilnius, Justiniškės, Taikos g., 1 kambario butas",51 500 ,"29,76 ",1,1,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
48,"Vilnius, Justiniškės, Taikos g., 3 kambarių butas",100 750 ,"56,92 ",3,3,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
49,"Vilnius, Naujamiestis, Naugarduko g., 1 kambario butas",90 000 ,"37,58 ",1,8,8,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,260,320,310,50,10.0,company, Naujamiestis, Naugarduko g.
50,"Vilnius, Lazdynai, Miškinių g., 4 kambarių butas",195 000 ,130 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,620,"1,2k",710,280,0.0,company, Lazdynai, Miškinių g.
51,"Vilnius, Karoliniškės, Miškinių g., 4 kambarių butas",195 000 ,130 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,620,"1,2k",710,280,0.0,company, Karoliniškės, Miškinių g.
52,"Vilnius, Žvėrynas, Latvių g., 2 kambarių butas",285 000 ,"61,23 ",2,4,4,2005,Mūrinis,Centrinis kolektorinis,Įrengtas ,450,540,710,660,1.0,company, Žvėrynas, Latvių g.
53,"Vilnius, Naujamiestis, M. K. Čiurlionio g., 4 kambarių butas",870 000 ,197 ,4,6,7,2004,Mūrinis,Centrinis kolektorinis,Įrengtas ,20,410,300,600,0.0,company, Naujamiestis, M. K. Čiurlionio g.
54,"Vilnius, Senamiestis, Vašingtono a., 2 kambarių butas",173 000 ,72 ,2,6,6,2018 renovacija,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,580,160,390,60,8.0,company, Senamiestis, Vašingtono a.
55,"Vilnius, Senamiestis, Vašingtono a., 4 kambarių butas",267 000 ,111 ,4,6,6,2018 renovacija,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,580,160,390,60,8.0,company, Senamiestis, Vašingtono a.
56,"Vilnius, Justiniškės, Taikos g., 2 kambarių butas",76 400 ,"44,36 ",2,2,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
57,"Vilnius, Antakalnis, Pylimėlių g., 3 kambarių butas",122 500 ,"63,42 ",3,1,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,5k",930,780,480,0.0,company, Antakalnis, Pylimėlių g.
58,"Vilnius, Šnipiškės, Lvovo g., 2 kambarių butas",81 500 ,"33,95 ",2,3,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,380,220,520,130,6.0,company, Šnipiškės, Lvovo g.
59,"Vilnius, Šnipiškės, Lvovo g., 3 kambarių butas",108 200 ,"50,3 ",3,2,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,380,220,520,130,6.0,company, Šnipiškės, Lvovo g.
60,"Vilnius, Šnipiškės, Lvovo g., 2 kambarių butas",82 300 ,"44,48 ",2,2,6,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,380,220,520,130,6.0,company, Šnipiškės, Lvovo g.
61,"Vilnius, Senamiestis, Plačioji g., 3 kambarių butas",184 600 ,"61,72 ",3,2,3,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,200,60,330,150,13.0,company, Senamiestis, Plačioji g.
62,"Vilnius, Senamiestis, Plačioji g., 2 kambarių butas",145 000 ,"50,27 ",2,3,3,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,200,60,330,150,13.0,company, Senamiestis, Plačioji g.
63,"Vilnius, Žirmūnai, Kareivių g., 3 kambarių butas",149 000 ,"77,24 ",3,1,3,2013,Mūrinis,Dujinis,Įrengtas ,90,160,150,60,3.0,company, Žirmūnai, Kareivių g.
64,"Vilnius, Žirmūnai, Kareivių g., 2 kambarių butas",149 000 ,"77,24 ",2,1,3,2013,Mūrinis,Dujinis,Įrengtas ,90,160,150,60,3.0,company, Žirmūnai, Kareivių g.
65,"Vilnius, Senamiestis, Konstitucijos pr., 2 kambarių butas",162 965 ,"59,26 ",2,11,29,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,350,140,240,80,6.0,company, Senamiestis, Konstitucijos pr.
66,"Vilnius, Antakalnis, L. Sapiegos g., 2 kambarių butas",105 000 ,"52,84 ",2,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
67,"Vilnius, Antakalnis, L. Sapiegos g., 2 kambarių butas",114 000 ,"59,58 ",2,3,7,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,160,160,430,420,1.0,company, Antakalnis, L. Sapiegos g.
68,"Vilnius, Naujoji Vilnia, A. Paškevič-Ciotkos g., 3 kambarių butas",73 000 ,70 ,3,6,6,1996,Mūrinis,Centrinis,Įrengtas ,370,450,370,320,2.0,company, Naujoji Vilnia, A. Paškevič-Ciotkos g.
69,"Vilnius, Žirmūnai, M. Katkaus g., 2 kambarių butas",122 450 ,"53,27 ",2,1,7,2019,Blokinis,Centrinis kolektorinis,Įrengtas ,250,260,160,100,11.0,company, Žirmūnai, M. Katkaus g.
70,"Vilnius, Žirmūnai, M. Katkaus g., 1 kambario butas",71 034 ,"26,51 ",1,7,7,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,250,260,160,100,11.0,company, Žirmūnai, M. Katkaus g.
71,"Vilnius, Naujininkai, Šumsko g., 4 kambarių butas",113 000 ,110 ,4,2,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,"2,1k","1,3k","1,7k",,0.0,company, Naujininkai, Šumsko g.
72,"Vilnius, Naujininkai, Panevėžio g., 1 kambario butas",40 000 ,25 ,1,2,9,2017 renovacija,Mūrinis,Centrinis kolektorinis,Įrengtas ,330,260,410,300,4.0,company, Naujininkai, Panevėžio g.
73,"Vilnius, Senamiestis, Gedimino pr., 2 kambarių butas",215 000 ,59 ,2,4,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,470,220,110,60,2.0,company, Senamiestis, Gedimino pr.
74,"Vilnius, Žvėrynas, Pušų g., 3 kambarių butas",580 000 ,186 ,3,2,2,1999,Mūrinis,Dujinis,Įrengtas ,390,120,330,110,2.0,company, Žvėrynas, Pušų g.
75,"Vilnius, Žvėrynas, Latvių g., 3 kambarių butas",560 000 ,97 ,3,3,4,2005,Monolitinis,Centrinis kolektorinis,Įrengtas ,450,510,680,630,1.0,company, Žvėrynas, Latvių g.
76,"Vilnius, Paneriai, Kanuto Rusecko g., 4 kambarių butas",151 900 ,"102,37 ",4,2,2,2020,Blokinis,Aeroterminis,Įrengtas ,2k,"2,1k","1,6k",140,1.0,company, Paneriai, Kanuto Rusecko g.
77,"Vilnius, Jeruzalė, Rugių g., 3 kambarių butas",129 900 ,"82,34 ",3,4,5,1999,Mūrinis,Dujinis,Įrengtas ,410,350,230,310,5.0,company, Jeruzalė, Rugių g.
78,"Vilnius, Baltupiai, Trinapolio g., 2 kambarių butas",94 000 ,55 ,2,5,9,2019,Mūrinis,Kita,Dalinė apdaila ,80,310,280,290,2.0,company, Baltupiai, Trinapolio g.
79,"Vilnius, Antakalnis, V. Grybo g., 2 kambarių butas",112 554 ,50 ,2,2,4,2019,Mūrinis,Kita,Dalinė apdaila ,110,350,370,420,0.0,company, Antakalnis, V. Grybo g.
80,"Vilnius, Antakalnis, V. Grybo g., 3 kambarių butas",168 812 ,82 ,3,2,4,2019,Mūrinis,Kita,Dalinė apdaila ,110,350,370,420,0.0,company, Antakalnis, V. Grybo g.
81,"Vilnius, Baltupiai, Trinapolio g., 4 kambarių butas",135 000 ,91 ,4,2,9,2019,Mūrinis,Kita,Dalinė apdaila ,80,310,280,290,2.0,company, Baltupiai, Trinapolio g.
82,"Vilnius, Žirmūnai, Trinapolio g., 2 kambarių butas",87 200 ,49 ,2,1,9,2019,Mūrinis,Kita,Dalinė apdaila ,80,310,280,290,2.0,company, Žirmūnai, Trinapolio g.
83,"Vilnius, Žirmūnai, Trinapolio g., 3 kambarių butas",136 000 ,74 ,3,8,9,2019,Mūrinis,Kita,Dalinė apdaila ,80,310,280,290,2.0,company, Žirmūnai, Trinapolio g.
84,"Vilnius, Viršuliškės, Viršuliškių g., 2 kambarių butas",83 900 ,"43,8 ",2,4,11,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,280,500,160,90,5.0,company, Viršuliškės, Viršuliškių g.
85,"Vilnius, Bajorai, Bajorų kel., 2 kambarių butas",70 200 ,"39,03 ",2,1,9,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,"1,4k","1,7k",530,30,2.0,company, Bajorai, Bajorų kel.
86,"Vilnius, Pašilaičiai, Budiniškių g., 2 kambarių butas",80 500 ,"48,69 ",2,1,5,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,230,520,320,340,4.0,company, Pašilaičiai, Budiniškių g.
87,"Vilnius, Pašilaičiai, Eitminų g., 3 kambarių butas",104 800 ,"70,32 ",3,2,9,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,"1,2k",440,180,4.0,company, Pašilaičiai, Eitminų g.
88,"Vilnius, Pilaitė, Pilkalnio g., 4 kambarių butas",89 000 ,"83,3 ",4,1,3,2019,Mūrinis,Aeroterminis,Dalinė apdaila ,700,880,770,160,1.0,company, Pilaitė, Pilkalnio g.
89,"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių butas",77 500 ,45 ,2,4,5,1970,Blokinis,Centrinis,Įrengtas ,80,310,220,200,4.0,company, Naujamiestis, Savanorių pr.
90,"Vilnius, Žvėrynas, Blindžių g., 1 kambario butas",59 999 ,34 ,1,1,2,1940,Medinis,Elektra,Įrengtas ,390,200,310,200,3.0,company, Žvėrynas, Blindžių g.
91,"Vilnius, Šeškinė, Siesikų g., 2 kambarių butas",88 100 ,"47,71 ",2,1,9,2019,Kita,Centrinis kolektorinis,Dalinė apdaila ,440,500,340,140,2.0,company, Šeškinė, Siesikų g.
92,"Vilnius, Bajorai, Bajorų kel., 3 kambarių butas",129 900 ,"85,56 ",3,3,11,2007,Blokinis,Centrinis kolektorinis,Įrengtas ,"1,1k","1,3k",230,150,1.0,company, Bajorai, Bajorų kel.
93,"Vilnius, Viršuliškės, Viršuliškių g., 3 kambarių butas",70 990 ,63 ,3,6,12,1977,Blokinis,Centrinis,Įrengtas ,190,420,160,250,5.0,company, Viršuliškės, Viršuliškių g.
94,"Vilnius, Pilaitė, Dituvos g., 4 kambarių butas",95 800 ,97 ,4,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,"1,8k","2,1k","1,9k",820,0.0,company, Pilaitė, Dituvos g.
95,"Vilnius, Užupis, Polocko g., 1 kambario butas",61 000 ,16 ,1,4,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,190,430,40,4.0,company, Užupis, Polocko g.
96,"Vilnius, Užupis, Polocko g., 2 kambarių butas",112 000 ,32 ,2,4,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,190,430,40,4.0,company, Užupis, Polocko g.
97,"Vilnius, Užupis, Polocko g., 3 kambarių butas",213 000 ,64 ,3,3,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,320,190,430,40,4.0,company, Užupis, Polocko g.
98,"Vilnius, Pavilnys, Džiaugsmo g., 3 kambarių butas",80 000 ,70 ,3,1,2,2019,Mūrinis,Dujinis,Dalinė apdaila ,600,1k,"1,3k",330,1.0,company, Pavilnys, Džiaugsmo g.
99,"Vilnius, Senamiestis, Teatro g., 4 kambarių butas",499 000 ,"154,24 ",4,2,5,1998,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,240,440,190,15.0,company, Senamiestis, Teatro g.
100,"Vilnius, Kalnėnai, Valonų g., 4 kambarių butas",84 000 ,80 ,4,2,3,2019,Mūrinis,Dujinis,Dalinė apdaila ,820,"1,4k","1,4k",500,0.0,company, Kalnėnai, Valonų g.
101,"Vilnius, Naujamiestis, Kauno g., 1 kambario butas",92 000 ,30 ,1,2,6,2019,Monolitinis,Centrinis kolektorinis,Įrengtas ,330,390,100,200,13.0,company, Naujamiestis, Kauno g.
102,"Vilnius, Žirmūnai, Minties g., 3 kambarių butas",105 000 ,"61,12 ",3,4,5,1967,Blokinis,Centrinis,Įrengtas ,250,270,350,210,12.0,company, Žirmūnai, Minties g.
103,"Vilnius, Senamiestis, Aguonų g., 3 kambarių butas",199 500 ,"70,15 ",3,3,6,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,280,180,310,270,12.0,company, Senamiestis, Aguonų g.
104,"Vilnius, Senamiestis, Aukštaičių g., 2 kambarių butas",142 377 ,"48,01 ",2,2,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,300,370,210,3.0,company, Senamiestis, Aukštaičių g.
105,"Vilnius, Pilaitė, Bitėnų g., 2 kambarių butas",79 900 ,45 ,2,3,4,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,640,130,500,130,1.0,company, Pilaitė, Bitėnų g.
106,"Vilnius, Naujoji Vilnia, Genių g., 3 kambarių butas",62 000 ,51 ,3,4,5,1963,Mūrinis,Centrinis,Įrengtas ,140,90,40,160,4.0,company, Naujoji Vilnia, Genių g.
107,"Vilnius, Senamiestis, Aukštaičių g., 3 kambarių butas",166 330 ,"67,93 ",3,2,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,300,370,210,3.0,company, Senamiestis, Aukštaičių g.
108,"Vilnius, Senamiestis, Aukštaičių g., 2 kambarių butas",155 720 ,"56,16 ",2,2,6,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,280,300,490,210,3.0,company, Senamiestis, Aukštaičių g.
109,"Vilnius, Senamiestis, Aukštaičių g., 3 kambarių butas",205 871 ,"71,47 ",3,1,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,340,510,230,3.0,company, Senamiestis, Aukštaičių g.
110,"Vilnius, Senamiestis, Aukštaičių g., 2 kambarių butas",160 037 ,"60,13 ",2,1,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,340,510,230,3.0,company, Senamiestis, Aukštaičių g.
111,"Vilnius, Užupis, Aukštaičių g., 4 kambarių butas",380 000 ,"89,95 ",4,1,3,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,340,340,510,230,3.0,company, Užupis, Aukštaičių g.
112,"Vilnius, Užupis, Aukštaičių g., 3 kambarių butas",233 994 ,"70,93 ",3,2,4,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,300,370,210,3.0,company, Užupis, Aukštaičių g.
113,"Vilnius, Užupis, Aukštaičių g., 3 kambarių butas",192 056 ,"68,28 ",3,2,4,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,300,370,210,3.0,company, Užupis, Aukštaičių g.
114,"Vilnius, Užupis, Aukštaičių g., 2 kambarių butas",151 574 ,"55,04 ",2,4,5,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,300,370,210,3.0,company, Užupis, Aukštaičių g.
115,"Vilnius, Užupis, Aukštaičių g., 2 kambarių butas",135 082 ,"48,75 ",2,2,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,620,480,220,90,2.0,company, Užupis, Aukštaičių g.
116,"Vilnius, Užupis, Aukštaičių g., 1 kambario butas",98 000 ,"32,11 ",1,2,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,620,480,220,90,2.0,company, Užupis, Aukštaičių g.
117,"Vilnius, Užupis, Aukštaičių g., 1 kambario butas",118 519 ,"38,86 ",1,3,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,620,480,220,90,2.0,company, Užupis, Aukštaičių g.
118,"Vilnius, Pašilaičiai, Grigalaukio g., 2 kambarių butas",81 900 ,38 ,2,6,6,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,140,430,220,240,4.0,company, Pašilaičiai, Grigalaukio g.
119,"Vilnius, Pašilaičiai, Medeinos g., 3 kambarių butas",86 900 ,"61,47 ",3,7,9,1986,Blokinis,Centrinis,Įrengtas ,370,100,60,220,10.0,company, Pašilaičiai, Medeinos g.
120,"Vilnius, Justiniškės, Taikos g., 4 kambarių butas",113 500 ,"65,64 ",4,3,4,2019,Mūrinis,Centrinis,Dalinė apdaila ,220,60,410,170,1.0,company, Justiniškės, Taikos g.
121,"Vilnius, Naujininkai, Zanavykų g., 2 kambarių butas",65 000 ,"43,63 ",2,4,4,1959,Mūrinis,Centrinis,Įrengtas ,120,300,110,230,11.0,company, Naujininkai, Zanavykų g.
