,title,price,area,room_n,floor_n,floor_total,year,building_type,heating_type,equip_state,nearest_kindergarten,nearest_school,nearest_shop,nearest_station,crime_last_month,owner_type,district,street
242,"Vilnius, Šnipiškės, Kalvarijų g., 2 kambarių butas",49 999 ,"43,52 ",2,1,1,1940,Medinis,Kietu kuru,Įrengtas ,340,450,250,120,4.0,private, Šnipiškės, Kalvarijų g.
243,"Vilnius, Žirmūnai, Trinapolio g., 3 kambarių butas",125 000 ,"53,3 ",3,8,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,80,310,280,290,2.0,private, Žirmūnai, Trinapolio g.
244,"Vilnius, Žvėrynas, Liepyno g., 2 kambarių butas",109 000 ,50 ,2,2,5,1984,Mūrinis,Centrinis,Įrengtas ,390,200,350,150,6.0,private, Žvėrynas, Liepyno g.
245,"Vilnius, Žirmūnai, Tuskulėnų g., 1 kambario butas",62 000 ,33 ,1,2,5,1969,Blokinis,Centrinis,Įrengtas ,180,170,200,80,11.0,private, Žirmūnai, Tuskulėnų g.
246,"Vilnius, Antakalnis, Švyturio g., 2 kambarių butas",87 200 ,"46,17 ",2,5,5,1962,Blokinis,Centrinis,Įrengtas ,360,480,200,220,2.0,private, Antakalnis, Švyturio g.
247,"Vilnius, Šiaurės miestelis, Ulonų g., 2 kambarių butas",125 000 ,55 ,2,8,9,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,310,110,120,30,5.0,private, Šiaurės miestelis, Ulonų g.
248,"Vilnius, Fabijoniškės, S. Stanevičiaus g., 1 kambario butas",59 900 ,"36,8 ",1,2,9,1988,Blokinis,Centrinis,Įrengtas ,90,280,220,40,7.0,private, Fabijoniškės, S. Stanevičiaus g.
249,"Vilnius, Antakalnis, Žirgo g., 3 kambarių butas",93 000 ,69 ,3,2,2,2017,Mūrinis,Dujinis,Dalinė apdaila ,"1,1k",630,770,600,0.0,private, Antakalnis, Žirgo g.
250,"Vilnius, Šeškinė, Ukmergės g., 2 kambarių butas",64 000 ,"52,14 ",2,2,16,1984,Monolitinis,Centrinis,Įrengtas ,250,560,230,80,3.0,private, Šeškinė, Ukmergės g.
251,"Vilnius, Naujamiestis, Švitrigailos g., 3 kambarių butas",136 300 ,"73,25 ",3,2,4,1959,Mūrinis,Centrinis,Įrengtas ,190,210,30,100,9.0,private, Naujamiestis, Švitrigailos g.
252,"Vilnius, Naujamiestis, Geležinio Vilko g., 2 kambarių butas",66 500 ,"35,89 ",2,5,14,1987,Monolitinis,Centrinis,Įrengtas ,280,340,150,150,5.0,private, Naujamiestis, Geležinio Vilko g.
253,"Vilnius, Fabijoniškės, Fabijoniškių g., 4 kambarių butas",82 000 ,82 ,4,3,16,1993,Monolitinis,Centrinis,Įrengtas ,270,110,250,190,6.0,private, Fabijoniškės, Fabijoniškių g.
254,"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas",98 500 ,64 ,3,10,10,1969,Mūrinis,Centrinis,Įrengtas ,200,440,370,250,10.0,private, Žirmūnai, Žirmūnų g.
255,"Vilnius, Naujoji Vilnia, Pramonės g., 1 kambario butas",13 999 ,19 ,1,2,4,1990,Mūrinis,Dujinis,Dalinė apdaila ,550,490,540,40,4.0,private, Naujoji Vilnia, Pramonės g.
256,"Vilnius, Pašilaičiai, Grigalaukio g., 1 kambario butas",55 800 ,"25,67 ",1,1,8,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,180,460,260,280,4.0,private, Pašilaičiai, Grigalaukio g.
257,"Vilnius, Antakalnis, P. Vileišio g., 2 kambarių butas",119 000 ,45 ,2,5,5,2016 renovacija,Blokinis,Centrinis,Įrengtas ,320,350,180,220,2.0,private, Antakalnis, P. Vileišio g.
258,"Vilnius, Karoliniškės, Sausio 13-osios g., 2 kambarių butas",115 000 ,83 ,2,2,7,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,420,160,100,270,9.0,private, Karoliniškės, Sausio 13-osios g.
259,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",75 000 ,44 ,2,4,12,2008,Blokinis,Centrinis,Įrengtas ,250,780,260,140,4.0,private, Fabijoniškės, Salomėjos Nėries g.
260,"Vilnius, Lazdynai, Architektų g., 4 kambarių butas",69 000 ,"83,12 ",4,5,5,1971,Blokinis,Centrinis,Įrengtas ,230,110,210,200,1.0,private, Lazdynai, Architektų g.
261,"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių butas",73 000 ,44 ,2,3,5,1962,Blokinis,Centrinis,Įrengtas ,290,60,200,120,5.0,private, Naujamiestis, Savanorių pr.
262,"Vilnius, Naujoji Vilnia, Pramonės g., 2 kambarių butas",22 999 ,28 ,2,2,4,2019 renovacija,Mūrinis,Elektra,Įrengtas ,260,680,890,30,4.0,private, Naujoji Vilnia, Pramonės g.
263,"Vilnius, Pašilaičiai, Laisvės pr., 2 kambarių butas",78 000 ,"50,69 ",2,8,9,1989,Mūrinis,Centrinis,Įrengtas ,440,280,270,200,9.0,private, Pašilaičiai, Laisvės pr.
264,"Vilnius, Lazdynai, Lazdynėlių g., 2 kambarių butas",69 000 ,40 ,2,4,4,2020,Blokinis,Centrinis kolektorinis,Dalinė apdaila ,350,"1,2k","1,3k",120,1.0,private, Lazdynai, Lazdynėlių g.
265,"Vilnius, Lazdynėliai, Jonažolių g., 3 kambarių butas",169 000 ,80 ,3,1,6,2012,Monolitinis,Centrinis kolektorinis,Įrengtas ,340,690,130,210,5.0,private, Lazdynėliai, Jonažolių g.
266,"Vilnius, Naujininkai, Šaltkalvių g., 2 kambarių butas",62 900 ,"53,5 ",2,1,5,1971,Mūrinis,Centrinis,Įrengtas ,160,90,190,330,7.0,private, Naujininkai, Šaltkalvių g.
267,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",71 000 ,"47,1 ",2,4,5,1974,Blokinis,Centrinis,Įrengtas ,70,220,170,390,5.0,private, Karoliniškės, Algimanto Petro Kavoliuko g.
268,"Vilnius, Naujamiestis, J. Basanavičiaus g., 3 kambarių butas",140 000 ,"69,68 ",3,2,2,1940,Mūrinis,Centrinis,Kita ,170,130,270,110,8.0,private, Naujamiestis, J. Basanavičiaus g.
269,"Vilnius, Antakalnis, Nemenčinės pl., 3 kambarių butas",175 000 ,"63,16 ",3,2,7,2017,Mūrinis,Centrinis kolektorinis,Įrengtas ,690,650,150,150,1.0,private, Antakalnis, Nemenčinės pl.
270,"Vilnius, Žirmūnai, Žirmūnų g., 2 kambarių butas",77 500 ,"46,75 ",2,2,5,2015 renovacija,Mūrinis,Centrinis,Įrengtas ,160,360,250,150,12.0,private, Žirmūnai, Žirmūnų g.
271,"Vilnius, Pašilaičiai, Perkūnkiemio g., 1 kambario butas",70 000 ,33 ,1,10,12,2018,Blokinis,Centrinis,Įrengtas ,150,840,180,130,2.0,private, Pašilaičiai, Perkūnkiemio g.
272,"Vilnius, Senamiestis, Šv. Stepono g., 1 kambario butas",75 000 ,"25,62 ",1,2,2,1940,Mūrinis,Elektra,Įrengtas ,70,140,180,180,13.0,private, Senamiestis, Šv. Stepono g.
273,"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas",103 000 ,66 ,3,2,5,1974,Blokinis,Centrinis,Įrengtas ,250,520,120,110,5.0,private, Žirmūnai, Žirmūnų g.
274,"Vilnius, Šeškinė, Musninkų g., 3 kambarių butas",79 500 ,"67,8 ",3,5,5,1981,Blokinis,Centrinis,Įrengtas ,130,210,290,280,4.0,private, Šeškinė, Musninkų g.
275,"Vilnius, Naujininkai, A. Jaroševičiaus g., 1 kambario butas",34 900 ,22 ,1,1,2,1940,Blokinis,Dujinis,Įrengtas ,160,230,70,210,9.0,private, Naujininkai, A. Jaroševičiaus g.
276,"Vilnius, Užupis, Kreivasis skg., 2 kambarių butas",135 000 ,"54,19 ",2,1,3,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,180,160,340,110,4.0,private, Užupis, Kreivasis skg.
277,"Vilnius, Visoriai, Visorių g., 1 kambario butas",72 600 ,30 ,1,1,5,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,590,430,600,280,0.0,private, Visoriai, Visorių g.
278,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 kambarių butas",68 000 ,"42,84 ",2,12,12,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,290,810,250,90,4.0,private, Fabijoniškės, Salomėjos Nėries g.
279,"Vilnius, Vilkpėdė, Vilkpėdės g., 2 kambarių butas",138 000 ,63 ,2,4,6,2008,Mūrinis,Centrinis,Įrengtas ,540,510,690,190,2.0,private, Vilkpėdė, Vilkpėdės g.
280,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 3 kambarių butas",64 000 ,64 ,3,7,12,1976,Blokinis,Centrinis,Įrengtas ,190,330,230,290,9.0,private, Karoliniškės, Algimanto Petro Kavoliuko g.
281,"Vilnius, Senamiestis, Šv. Ignoto g., 3 kambarių butas",255 000 ,"78,2 ",3,1,3,2009 renovacija,Mūrinis,Centrinis kolektorinis,Įrengtas ,210,220,330,290,20.0,private, Senamiestis, Šv. Ignoto g.
282,"Vilnius, Žemieji Paneriai, Vaduvos g., 2 kambarių butas",39 500 ,37 ,2,4,6,1986,Mūrinis,Centrinis,Įrengtas ,"2,2k",360,160,210,1.0,private, Žemieji Paneriai, Vaduvos g.
283,"Vilnius, Lazdynai, Architektų g., 3 kambarių butas",68 000 ,"60,8 ",3,1,5,1971,Blokinis,Centrinis,Įrengtas ,270,120,80,90,1.0,private, Lazdynai, Architektų g.
284,"Vilnius, Senamiestis, Pylimo g., 2 kambarių butas",66 000 ,87 ,2,3,3,1690,Mūrinis,"Dujinis, kita",Neįrengtas ,160,270,70,150,8.0,private, Senamiestis, Pylimo g.
285,"Vilnius, Pilaitė, Elbingo g., 3 kambarių butas",108 990 ,62 ,3,2,4,2018,Mūrinis,Centrinis kolektorinis,Įrengtas ,350,560,400,310,2.0,private, Pilaitė, Elbingo g.
286,"Vilnius, Žvėrynas, Sakalų g., 3 kambarių butas",212 400 ,"100,56 ",3,1,5,2000,Mūrinis,Dujinis,Įrengtas ,190,240,300,200,5.0,private, Žvėrynas, Sakalų g.
287,"Vilnius, Bukčiai, Bukčių g., 2 kambarių butas",70 000 ,"40,93 ",2,2,2,2020 renovacija,Mūrinis,"Centrinis kolektorinis, dujinis",Įrengtas ,720,2k,"1,5k",80,0.0,private, Bukčiai, Bukčių g.
288,"Vilnius, Lazdynai, Architektų g., 2 kambarių butas",70 000 ,46 ,2,10,12,1972,Blokinis,Centrinis,Įrengtas ,360,140,100,140,5.0,private, Lazdynai, Architektų g.
289,"Vilnius, Žirmūnai, Rinktinės g., 3 kambarių butas",85 000 ,71 ,3,8,9,1976,Blokinis,Centrinis,Įrengtas ,460,270,130,80,5.0,private, Žirmūnai, Rinktinės g.
290,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",73 000 ,50 ,2,3,5,1972,Mūrinis,Centrinis,Įrengtas ,60,220,100,140,2.0,private, Antakalnis, Antakalnio g.
291,"Vilnius, Bajorai, Jono Kairiūkščio g., 2 kambarių butas",93 900 ,"53,22 ",2,8,9,2008,Mūrinis,Centrinis kolektorinis,Įrengtas ,"1,1k","1,2k",320,100,2.0,private, Bajorai, Jono Kairiūkščio g.
292,"Vilnius, Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",89 000 ,"63,33 ",2,9,9,2007,Blokinis,Centrinis kolektorinis,Įrengtas ,70,980,260,50,4.0,private, Pašilaičiai, Perkūnkiemio g.
293,"Vilnius, Šeškinė, Šeškinės g., 3 kambarių butas",118 000 ,68 ,3,6,6,2006,Mūrinis,Centrinis kolektorinis,Įrengtas ,330,400,360,320,2.0,private, Šeškinė, Šeškinės g.
294,"Vilnius, Lazdynai, Architektų g., 1 kambario butas",26 000 ,17 ,1,1,1,2020 renovacija,Blokinis,Aeroterminis,Dalinė apdaila ,190,100,200,110,6.0,private, Lazdynai, Architektų g.
295,"Vilnius, Pilaitė, I. Kanto al., 3 kambarių butas",99 999 ,"70,25 ",3,5,5,1994,Blokinis,Centrinis,Įrengtas ,350,290,210,110,3.0,private, Pilaitė, I. Kanto al.
296,"Vilnius, Salininkai, Salininkų g., 2 kambarių butas",49 000 ,"46,14 ",2,3,3,1968,Mūrinis,Centrinis,Įrengtas ,130,550,80,150,1.0,private, Salininkai, Salininkų g.
297,"Vilnius, Pašilaičiai, Perkūnkiemio g., 2 kambarių butas",95 000 ,"59,8 ",2,8,12,2009,Mūrinis,Centrinis,Įrengtas ,120,750,140,210,2.0,private, Pašilaičiai, Perkūnkiemio g.
298,"Vilnius, Naujoji Vilnia, Karklėnų g., 3 kambarių butas",97 000 ,"66,15 ",3,2,5,1989,Mūrinis,Centrinis,Įrengtas ,330,110,320,180,5.0,private, Naujoji Vilnia, Karklėnų g.
299,"Vilnius, Antakalnis, Šilo g., 4 kambarių butas",229 900 ,"93,05 ",4,2,3,2003 renovacija,Mūrinis,Dujinis,Įrengtas ,240,120,90,290,0.0,private, Antakalnis, Šilo g.
300,"Vilnius, Šiaurės miestelis, Žygio g., 2 kambarių butas",115 900 ,61 ,2,5,8,2009,Blokinis,Centrinis,Įrengtas ,380,180,80,130,4.0,private, Šiaurės miestelis, Žygio g.
301,"Vilnius, Užupis, Kreivasis skg., 2 kambarių butas",138 000 ,"43,18 ",2,3,3,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,180,160,340,110,4.0,private, Užupis, Kreivasis skg.
302,"Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas",145 000 ,70 ,3,5,12,2006,Monolitinis,Dujinis,Įrengtas ,100,100,490,380,10.0,private, Žirmūnai, Žirmūnų g.
303,"Vilnius, Senamiestis, Kaštonų g., 3 kambarių butas",146 000 ,60 ,3,2,4,1940,Mūrinis,"Centrinis, elektra, kita",Dalinė apdaila ,650,450,250,130,6.0,private, Senamiestis, Kaštonų g.
304,"Vilnius, Justiniškės, Taikos g., 2 kambarių butas",58 790 ,51 ,2,1,9,1984,Blokinis,Centrinis,Dalinė apdaila ,120,240,400,70,2.0,private, Justiniškės, Taikos g.
305,"Vilnius, Naujamiestis, Švitrigailos g., 1 kambario butas",49 000 ,20 ,1,4,5,1957,Mūrinis,Centrinis,Įrengtas ,640,470,180,190,4.0,private, Naujamiestis, Švitrigailos g.
306,"Vilnius, Senamiestis, Vokiečių g., 3 kambarių butas",219 000 ,"71,38 ",3,4,5,1959,Mūrinis,Centrinis,Įrengtas ,170,210,80,340,14.0,private, Senamiestis, Vokiečių g.
307,"Vilnius, Naujininkai, Šaltkalvių g., 1 kambario butas",28 700 ,25 ,1,5,5,1970,Mūrinis,Centrinis,Įrengtas ,110,240,190,220,5.0,private, Naujininkai, Šaltkalvių g.
308,"Vilnius, Fabijoniškės, L. Giros g., 3 kambarių butas",79 500 ,"66,73 ",3,4,10,1991,Blokinis,Centrinis,Įrengtas ,530,520,510,140,1.0,private, Fabijoniškės, L. Giros g.
309,"Vilnius, Šeškinė, Paberžės g., 1 kambario butas",59 900 ,35 ,1,2,5,1981,Blokinis,Centrinis,Įrengtas ,120,310,180,120,2.0,private, Šeškinė, Paberžės g.
310,"Vilnius, Naujoji Vilnia, Gerovės g., 2 kambarių butas",46 900 ,"35,24 ",2,3,5,1983,Mūrinis,"Centrinis, elektra",Įrengtas ,120,120,200,200,4.0,private, Naujoji Vilnia, Gerovės g.
311,"Vilnius, Naujoji Vilnia, Parko g., 2 kambarių butas",33 000 ,51 ,2,0,12,1980,Mūrinis,"Elektra, kita",Įrengtas ,540,220,70,30,5.0,private, Naujoji Vilnia, Parko g.
312,"Vilnius, Karoliniškės, Loretos Asanavičiūtės g., 1 kambario butas",41 000 ,"32,6 ",1,8,9,1974,Blokinis,Centrinis,Įrengtas ,190,270,330,140,2.0,private, Karoliniškės, Loretos Asanavičiūtės g.
313,"Vilnius, Užupis, Krivių g., 3 kambarių butas",249 000 ,71 ,3,2,4,2007,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas ,280,70,530,140,4.0,private, Užupis, Krivių g.
314,"Vilnius, Balsiai, Verkių Riešės g., 3 kambarių butas",90 000 ,72 ,3,2,2,2012 renovacija,Mūrinis,Centrinis,Įrengtas ,820,"1,5k",380,120,0.0,private, Balsiai, Verkių Riešės g.
315,"Vilnius, Senamiestis, K. Vanagėlio g., 8 kambarių butas",1 275 000 ,600 ,8,1,1,1936,Mūrinis,"Centrinis kolektorinis, dujinis",Neįrengtas ,150,120,150,170,9.0,private, Senamiestis, K. Vanagėlio g.
316,"Vilnius, Grigiškės, Kovo 11-osios g., 4 kambarių butas",79 450 ,70 ,4,3,5,1971,Mūrinis,Centrinis,Įrengtas ,120,150,120,60,4.0,private, Grigiškės, Kovo 11-osios g.
317,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",67 500 ,41 ,2,5,5,1963,Mūrinis,Centrinis,Įrengtas ,70,90,250,180,0.0,private, Antakalnis, Antakalnio g.
318,"Vilnius, Fabijoniškės, Gedvydžių g., 1 kambario butas",52 000 ,40 ,1,4,5,1990,Blokinis,Centrinis,Įrengtas ,70,250,150,180,3.0,private, Fabijoniškės, Gedvydžių g.
319,"Vilnius, Žvėrynas, Paribio g., 3 kambarių butas",167 000 ,68 ,3,5,5,1969,Mūrinis,Centrinis,Įrengtas ,230,270,420,380,3.0,private, Žvėrynas, Paribio g.
320,"Vilnius, Pašilaičiai, Dociškių g., 3 kambarių butas",97 000 ,"55,35 ",3,1,8,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,250,480,340,210,2.0,private, Pašilaičiai, Dociškių g.
321,"Vilnius, Šiaurės miestelis, S. Žukausko g., 3 kambarių butas",299 999 ,115 ,3,7,10,2005,Mūrinis,"Centrinis, elektra",Įrengtas ,320,190,110,100,5.0,private, Šiaurės miestelis, S. Žukausko g.
322,"Vilnius, Jeruzalė, Rugių g., 4 kambarių butas",95 000 ,"73,64 ",4,2,5,1990,Mūrinis,Centrinis,Įrengtas ,280,350,110,160,5.0,private, Jeruzalė, Rugių g.
323,"Vilnius, Naujamiestis, A. Vivulskio g., 3 kambarių butas",149 900 ,76 ,3,2,4,1953,Mūrinis,Centrinis,Kita ,160,200,20,80,9.0,private, Naujamiestis, A. Vivulskio g.
324,"Vilnius, Žirmūnai, M. Katkaus g., 2 kambarių butas",142 500 ,52 ,2,3,7,2020,Monolitinis,Centrinis kolektorinis,Įrengtas ,280,220,150,80,11.0,private, Žirmūnai, M. Katkaus g.
325,"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių butas",158 000 ,"48,87 ",2,4,9,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,260,230,150,40,8.0,private, Naujamiestis, Savanorių pr.
326,"Vilnius, Naujoji Vilnia, Pramonės g., 2 kambarių butas",34 000 ,30 ,2,1,1,2017 renovacija,Rąstinis,"Elektra, kietu kuru",Įrengtas ,440,530,220,110,1.0,private, Naujoji Vilnia, Pramonės g.
327,"Vilnius, Jeruzalė, Rugių g., 2 kambarių butas",103 000 ,"60,84 ",2,2,5,2000,Mūrinis,Dujinis,Įrengtas ,340,300,170,230,5.0,private, Jeruzalė, Rugių g.
328,"Vilnius, Senamiestis, Lapų g., 3 kambarių butas",259 000 ,88 ,3,4,4,1940,Mūrinis,Centrinis,Įrengtas ,370,130,290,140,10.0,private, Senamiestis, Lapų g.
329,"Vilnius, Senamiestis, Odminių g., 3 kambarių butas",359 000 ,"98,27 ",3,1,3,1997,Kita,Centrinis,Įrengtas ,370,320,360,240,19.0,private, Senamiestis, Odminių g.
330,"Vilnius, Šnipiškės, Daugėliškio g., 2 kambarių butas",108 000 ,"48,9 ",2,3,11,2015,Monolitinis,Centrinis,Įrengtas ,250,440,210,140,5.0,private, Šnipiškės, Daugėliškio g.
331,"Vilnius, Grigiškės, Šviesos g., 1 kambario butas",41 000 ,"33,35 ",1,1,5,1977,Blokinis,Centrinis,Įrengtas ,150,150,130,160,5.0,private, Grigiškės, Šviesos g.
332,"Vilnius, Užupis, Kreivasis skg., 2 kambarių butas",135 000 ,"50,91 ",2,1,3,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,180,160,340,110,4.0,private, Užupis, Kreivasis skg.
333,"Vilnius, Karoliniškės, Igno Šimulionio g., 3 kambarių butas",160 000 ,80 ,3,1,3,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,340,120,360,450,4.0,private, Karoliniškės, Igno Šimulionio g.
334,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 2 kambarių butas",110 000 ,"55,44 ",2,2,9,2007,Monolitinis,Centrinis,Įrengtas ,20,520,150,80,5.0,private, Karoliniškės, Algimanto Petro Kavoliuko g.
335,"Vilnius, Naujamiestis, Muitinės g., 3 kambarių butas",120 900 ,62 ,3,3,5,1976,Mūrinis,Centrinis,Įrengtas ,150,340,300,150,10.0,private, Naujamiestis, Muitinės g.
336,"Vilnius, Šeškinė, Siesikų g., 1 kambario butas",66 000 ,"29,99 ",1,6,8,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,480,480,380,180,2.0,private, Šeškinė, Siesikų g.
337,"Vilnius, Fabijoniškės, Fabijoniškių g., 3 kambarių butas",86 000 ,67 ,3,9,9,1989,Blokinis,Centrinis,Įrengtas ,320,340,340,410,4.0,private, Fabijoniškės, Fabijoniškių g.
338,"Vilnius, Fabijoniškės, P. Žadeikos g., 4 kambarių butas",89 000 ,"77,07 ",4,1,12,1992,Monolitinis,Centrinis,Įrengtas ,400,230,130,80,2.0,private, Fabijoniškės, P. Žadeikos g.
339,"Vilnius, Naujoji Vilnia, Linksmoji g., 3 kambarių butas",78 000 ,80 ,3,1,5,1986,Mūrinis,Kita,Įrengtas ,780,520,200,260,4.0,private, Naujoji Vilnia, Linksmoji g.
340,"Vilnius, Žirmūnai, Žirmūnų g., 2 kambarių butas",82 000 ,"34,6 ",2,4,6,2002,Mūrinis,Centrinis,Įrengtas ,60,60,550,290,10.0,private, Žirmūnai, Žirmūnų g.
341,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",105 000 ,73 ,3,5,9,2020,Mūrinis,Centrinis kolektorinis,Įrengtas ,180,760,230,210,5.0,private, Pašilaičiai, Leičių g.
342,"Vilnius, Baltupiai, Kalvarijų g., 2 kambarių butas",112 000 ,57 ,2,7,13,2007,Mūrinis,Centrinis kolektorinis,Įrengtas ,460,410,70,80,1.0,private, Baltupiai, Kalvarijų g.
343,"Vilnius, Justiniškės, Taikos g., 2 kambarių butas",62 999 ,51 ,2,1,9,1983,Blokinis,Centrinis,Įrengtas ,150,110,440,290,6.0,private, Justiniškės, Taikos g.
344,"Vilnius, Antakalnis, Vytauto Žalakevičiaus g., 3 kambarių butas",159 000 ,"55,4 ",3,2,6,2016,Mūrinis,Centrinis kolektorinis,Įrengtas ,610,580,190,210,1.0,private, Antakalnis, Vytauto Žalakevičiaus g.
345,"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",60 000 ,45 ,2,4,5,1965,Mūrinis,Centrinis,Įrengtas ,50,390,90,140,1.0,private, Antakalnis, Antakalnio g.
346,"Vilnius, Pašilaičiai, Eitminų g., 2 kambarių butas",109 000 ,"52,34 ",2,2,6,2017,Mūrinis,Centrinis kolektorinis,Įrengtas ,,,,,,private, Pašilaičiai, Eitminų g.
347,"Vilnius, Karoliniškės, Rolando Jankausko g., 3 kambarių butas",88 900 ,66 ,3,5,9,1973,Blokinis,Centrinis,Įrengtas ,500,270,150,90,3.0,private, Karoliniškės, Rolando Jankausko g.
348,"Vilnius, Pilaitė, Tolminkiemio g., 2 kambarių butas",92 000 ,45 ,2,2,4,2020,Blokinis,Centrinis kolektorinis,Įrengtas ,300,690,480,290,2.0,private, Pilaitė, Tolminkiemio g.
349,"Vilnius, Karoliniškės, Loretos Asanavičiūtės g., 1 kambario butas",50 000 ,33 ,1,2,5,2017 renovacija,Blokinis,Centrinis kolektorinis,Įrengtas ,200,500,560,110,1.0,private, Karoliniškės, Loretos Asanavičiūtės g.
350,"Vilnius, Pilaitė, Vydūno g., 2 kambarių butas",90 000 ,"58,88 ",2,4,9,2015,Mūrinis,Centrinis,Įrengtas ,380,560,80,120,1.0,private, Pilaitė, Vydūno g.
351,"Vilnius, Pašilaičiai, Gabijos g., 3 kambarių butas",102 000 ,62 ,3,4,7,2013,Mūrinis,Centrinis kolektorinis,Įrengtas ,40,480,110,230,4.0,private, Pašilaičiai, Gabijos g.
352,"Vilnius, Šnipiškės, Konstitucijos pr., 2 kambarių butas",163 000 ,"59,5 ",2,12,29,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila ,350,140,240,80,6.0,private, Šnipiškės, Konstitucijos pr.
353,"Vilnius, Pašilaičiai, Leičių g., 3 kambarių butas",72 000 ,"66,62 ",3,2,9,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila ,190,760,230,210,5.0,private, Pašilaičiai, Leičių g.
354,"Vilnius, Fabijoniškės, Fabijoniškių g., 3 kambarių butas",77 000 ,62 ,3,1,9,1989,Blokinis,Centrinis,Įrengtas ,350,370,330,420,4.0,private, Fabijoniškės, Fabijoniškių g.
355,"Vilnius, Žirmūnai, Apkasų g., 1 kambario butas",49 900 ,"25,97 ",1,4,5,1960,Mūrinis,Centrinis,Įrengtas ,200,300,150,230,5.0,private, Žirmūnai, Apkasų g.
356,"Vilnius, Burbiškės, Burbiškių g., 1 kambario butas",70 000 ,32 ,1,2,3,2014,Mūrinis,Dujinis,Įrengtas ,"1,7k",980,"1,1k",580,1.0,private, Burbiškės, Burbiškių g.
357,"Vilnius, Justiniškės, Laisvės pr., 2 kambarių butas",76 500 ,"38,5 ",2,1,5,2019,Monolitinis,Centrinis kolektorinis,Įrengtas ,90,250,330,220,6.0,private, Justiniškės, Laisvės pr.
358,"Vilnius, Naujamiestis, Vytenio g., 3 kambarių butas",140 000 ,47 ,3,3,7,2019,Mūrinis,Centrinis kolektorinis,Įrengtas ,500,240,220,30,2.0,private, Naujamiestis, Vytenio g.
359,"Vilnius, Naujamiestis, S. Konarskio g., 3 kambarių butas",120 000 ,"67,03 ",3,3,9,2017 renovacija,Blokinis,Centrinis,Įrengtas ,350,430,380,250,5.0,private, Naujamiestis, S. Konarskio g.
360,"Vilnius, Naujamiestis, Panerių g., 2 kambarių butas",119 000 ,48 ,2,2,3,2015 renovacija,Mūrinis,Dujinis,Įrengtas ,370,480,330,320,12.0,private, Naujamiestis, Panerių g.
361,"Vilnius, Fabijoniškės, Fabijoniškių g., 2 kambarių butas",118 000 ,56 ,2,1,9,2014,Blokinis,Centrinis kolektorinis,Įrengtas ,230,340,290,320,9.0,private, Fabijoniškės, Fabijoniškių g.
362,"Vilnius, Žvėrynas, Elnių g., 2 kambarių butas",179 000 ,"55,48 ",2,2,4,2009,Mūrinis,Centrinis kolektorinis,Įrengtas ,370,440,260,210,4.0,private, Žvėrynas, Elnių g.
363,"Vilnius, Žvėrynas, Liubarto g., 5 kambarių butas",399 999 ,"162,09 ",5,5,5,1999,Mūrinis,Dujinis,Įrengtas ,260,180,320,20,2.0,private, Žvėrynas, Liubarto g.
364,"Vilnius, Santariškės, Santariškių g., 2 kambarių butas",127 500 ,49 ,2,1,3,2015,Mūrinis,Centrinis kolektorinis,Įrengtas ,570,"1,1k",460,260,1.0,private, Santariškės, Santariškių g.
365,"Vilnius, Pašilaičiai, Laisvės pr., 2 kambarių butas",79 900 ,53 ,2,2,6,1997,Mūrinis,Centrinis,Įrengtas ,200,100,210,260,7.0,private, Pašilaičiai, Laisvės pr.
